Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
311,2547712,215.820404,0.5311,0.5226,0.5326,4281.25,8.25
312,2555904,216.798972,0.4766,0.5649,0.5177,4627.83,6.8125
313,2564096,205.455492,0.7139,0.4594,0.5263,3763.61,8.0
314,2572288,215.425281,0.2721,0.5915,0.5180,4845.30,12.125
315,2580480,210.871288,0.3039,0.4682,0.5291,3835.81,6.75
316,2588672,225.806443,0.5390,0.4613,0.5163,3778.71,12.1875
317,2596864,217.454231,0.5613,0.5563,0.5183,4557.24,9.3125
318,2605056,222.538380,0.3582,0.4619,0.5239,3783.73,10.875
319,2613248,217.062847,0.3481,0.4889,0.5154,4005.19,16.1875
320,2621440,211.084316,0.3600,0.4870,0.5349,3989.81,6.375
321,2629632,213.024485,0.7265,0.5041,0.5190,4129.77,9.6875
322,2637824,209.130873,0.3306,0.5203,0.5175,4262.24,14.8125
323,2646016,222.016802,0.5796,0.4898,0.5246,4012.69,9.5
324,2654208,251.211349,0.5158,0.4805,0.5313,3936.24,8.0625
325,2662400,268.024589,0.1353,0.5092,0.5169,4171.02,12.25
326,2670592,238.481317,0.5192,0.5170,0.5469,4234.89,8.0
327,2678784,211.502785,0.0853,0.4971,0.4972,4072.56,13.4375
328,2686976,255.035769,0.5355,0.5701,0.5329,4670.62,10.0
329,2695168,237.497131,0.2602,0.4267,0.5193,3495.51,11.8125
330,2703360,255.104364,0.6374,0.5650,0.5192,4628.26,10.75
331,2711552,224.334743,0.5194,0.4623,0.5078,3786.93,9.4375
332,2719744,228.038731,0.2736,0.4650,0.5092,3809.35,15.0
333,2727936,210.014004,0.5347,0.5070,0.5281,4153.01,8.75
334,2736128,215.119622,0.4699,0.4297,0.5151,3520.29,11.5
335,2744320,212.360169,0.4573,0.5846,0.5174,4789.09,9.5
336,2752512,208.048485,0.2421,0.4864,0.5267,3984.77,9.375
337,2760704,206.982754,0.3358,0.5273,0.5197,4319.95,12.5
338,2768896,208.883621,0.3519,0.5011,0.5299,4105.34,7.875
339,2777088,210.052830,0.4058,0.4995,0.4980,4091.84,15.875
340,2785280,206.125042,0.2343,0.4994,0.5207,4091.01,8.5625
341,2793472,212.822545,0.5324,0.4525,0.5264,3706.68,9.5625
342,2801664,207.211613,0.3708,0.5778,0.5220,4733.68,9.0625
343,2809856,209.764748,0.3432,0.4841,0.5106,3965.70,14.75
344,2818048,213.202154,0.4034,0.4809,0.5234,3939.14,9.8125
345,2826240,253.332612,0.4557,0.4610,0.5144,3776.67,10.75
346,2834432,246.545433,0.4440,0.5116,0.5183,4191.17,13.6875
347,2842624,260.704588,0.3498,0.4861,0.5349,3982.33,5.3125
348,2850816,222.968796,0.7047,0.4738,0.5078,3881.11,14.875
349,2859008,212.891380,0.4695,0.4988,0.5263,4086.05,9.4375
350,2867200,257.043307,0.4181,0.4263,0.4977,3492.59,12.3125
351,2875392,251.518291,0.3316,0.5129,0.5203,4201.81,13.5
352,2883584,274.926446,0.2003,0.4857,0.5189,3978.61,8.3125
